               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 316,             0.01666,           0.0070984,           0.0055662,             0.99812,                   1,               0.995,             0.88508,            0.007856,           0.0031986,           0.0012693,            0.003763,            0.003763,            0.003763
                 317,            0.016249,           0.0070613,            0.004974,             0.99813,                   1,               0.995,             0.88909,            0.008029,           0.0032422,           0.0012461,           0.0037432,           0.0037432,           0.0037432
                 318,            0.015292,           0.0068466,           0.0054655,             0.99824,                   1,               0.995,              0.8657,           0.0089812,           0.0032889,           0.0012432,           0.0037234,           0.0037234,           0.0037234
                 319,            0.017824,           0.0066707,           0.0066103,             0.99876,                   1,               0.995,             0.88513,           0.0083283,           0.0032088,           0.0013849,           0.0037036,           0.0037036,           0.0037036
                 320,            0.015718,           0.0065554,           0.0038614,             0.99853,             0.99316,               0.995,             0.89651,           0.0084886,           0.0032585,           0.0021251,           0.0036838,           0.0036838,           0.0036838
                 321,             0.01731,           0.0055473,           0.0074944,             0.99811,             0.99258,               0.995,             0.87372,           0.0097044,           0.0033942,           0.0023336,            0.003664,            0.003664,            0.003664
                 322,            0.016303,           0.0066596,            0.004281,             0.99798,             0.99165,               0.995,             0.88534,           0.0078315,           0.0031599,           0.0023211,           0.0036442,           0.0036442,           0.0036442
                 323,             0.01582,           0.0066407,           0.0059715,              0.9987,                   1,               0.995,             0.89178,           0.0078003,           0.0030717,           0.0012513,           0.0036244,           0.0036244,           0.0036244
                 324,            0.015999,           0.0064396,           0.0045811,             0.99885,                   1,               0.995,             0.89831,           0.0085704,           0.0031115,           0.0011899,           0.0036046,           0.0036046,           0.0036046
                 325,            0.017247,           0.0062872,           0.0071502,             0.99872,                   1,               0.995,             0.87571,           0.0078725,           0.0031402,           0.0011682,           0.0035848,           0.0035848,           0.0035848
                 326,            0.015396,           0.0061308,           0.0042418,             0.99859,                   1,               0.995,             0.87783,            0.008677,           0.0032364,           0.0011538,            0.003565,            0.003565,            0.003565
                 327,            0.017079,           0.0065534,            0.004015,             0.99865,                   1,               0.995,             0.88974,           0.0079526,           0.0030746,           0.0011576,           0.0035452,           0.0035452,           0.0035452
                 328,            0.015909,            0.006647,            0.006485,             0.99865,                   1,               0.995,             0.88093,            0.007433,           0.0030624,           0.0011639,           0.0035254,           0.0035254,           0.0035254
                 329,            0.017326,           0.0062359,           0.0064192,             0.99855,                   1,               0.995,             0.88082,           0.0078906,           0.0031748,           0.0011791,           0.0035056,           0.0035056,           0.0035056
                 330,             0.01648,           0.0060736,           0.0046722,             0.99861,                   1,               0.995,             0.88634,           0.0086227,           0.0031931,           0.0011866,           0.0034858,           0.0034858,           0.0034858
                 331,            0.016149,           0.0068404,           0.0073461,             0.99861,                   1,               0.995,             0.88188,           0.0077933,            0.003201,           0.0012629,            0.003466,            0.003466,            0.003466
                 332,            0.016448,           0.0071418,            0.005158,             0.99832,                   1,               0.995,             0.88637,           0.0075543,           0.0031139,           0.0013356,           0.0034462,           0.0034462,           0.0034462
                 333,            0.016216,           0.0054734,           0.0072417,             0.99685,             0.99965,               0.995,             0.88267,            0.007733,           0.0031448,           0.0015657,           0.0034264,           0.0034264,           0.0034264
                 334,            0.015394,           0.0059956,           0.0040234,             0.99673,             0.99192,               0.995,             0.88803,           0.0081526,           0.0031917,           0.0035148,           0.0034066,           0.0034066,           0.0034066
                 335,            0.013848,           0.0060404,           0.0053476,             0.99438,             0.99189,               0.995,             0.88231,           0.0076185,           0.0030597,           0.0040695,           0.0033868,           0.0033868,           0.0033868
                 336,            0.017171,           0.0065149,           0.0074549,             0.99564,             0.99194,               0.995,              0.9013,           0.0076458,            0.003034,           0.0038812,            0.003367,            0.003367,            0.003367
                 337,            0.015407,           0.0066472,           0.0064924,              0.9962,             0.99189,               0.995,             0.90014,           0.0081141,           0.0030784,            0.003821,           0.0033472,           0.0033472,           0.0033472
                 338,            0.014112,           0.0066605,           0.0052961,             0.99652,             0.99189,               0.995,             0.88456,            0.008936,           0.0031752,           0.0037776,           0.0033274,           0.0033274,           0.0033274
                 339,            0.015087,           0.0070524,           0.0046829,             0.99522,             0.99219,               0.995,             0.89304,            0.007337,           0.0031058,           0.0038153,           0.0033076,           0.0033076,           0.0033076
                 340,            0.017507,           0.0072228,           0.0051781,             0.99234,             0.99222,               0.995,              0.8673,           0.0084776,           0.0032702,           0.0041284,           0.0032878,           0.0032878,           0.0032878
                 341,            0.015027,           0.0066273,            0.005166,             0.99646,             0.99275,               0.995,             0.88919,           0.0081414,           0.0032259,           0.0033371,            0.003268,            0.003268,            0.003268
                 342,            0.014573,           0.0065265,           0.0049176,             0.99699,                   1,               0.995,              0.9012,           0.0089551,           0.0032379,           0.0020232,           0.0032482,           0.0032482,           0.0032482
                 343,            0.015614,           0.0071498,           0.0070361,             0.98875,                   1,               0.995,             0.89493,           0.0082808,            0.003179,           0.0027686,           0.0032284,           0.0032284,           0.0032284
                 344,            0.015715,            0.005794,           0.0041359,             0.98879,                   1,               0.995,               0.898,           0.0076792,           0.0030917,           0.0027978,           0.0032086,           0.0032086,           0.0032086
                 345,            0.015934,            0.006014,           0.0043495,             0.98877,                   1,               0.995,             0.88759,           0.0082611,           0.0031345,           0.0028662,           0.0031888,           0.0031888,           0.0031888
                 346,            0.015352,           0.0070824,           0.0054194,              0.9976,                   1,               0.995,             0.88741,            0.007788,           0.0031003,           0.0015103,            0.003169,            0.003169,            0.003169
                 347,            0.014455,            0.006074,            0.004993,             0.99827,                   1,               0.995,             0.89789,           0.0074911,           0.0030403,           0.0012083,           0.0031492,           0.0031492,           0.0031492
                 348,            0.015178,           0.0060017,           0.0062941,             0.99851,                   1,               0.995,             0.88118,           0.0074255,           0.0030105,           0.0011387,           0.0031294,           0.0031294,           0.0031294
                 349,            0.015294,            0.006948,           0.0047266,             0.99861,                   1,               0.995,              0.8865,           0.0082703,           0.0030976,            0.001122,           0.0031096,           0.0031096,           0.0031096
                 350,            0.015344,            0.005976,           0.0056897,             0.99869,                   1,               0.995,             0.85501,           0.0082338,           0.0031158,           0.0011253,           0.0030898,           0.0030898,           0.0030898
                 351,            0.015346,           0.0062229,           0.0051676,             0.99876,                   1,               0.995,             0.89259,           0.0073698,           0.0030523,            0.001153,             0.00307,             0.00307,             0.00307
                 352,            0.014609,           0.0073774,           0.0046978,             0.99876,                   1,               0.995,             0.89505,           0.0079179,           0.0031023,           0.0011507,           0.0030502,           0.0030502,           0.0030502
                 353,              0.0152,           0.0062251,           0.0039547,              0.9987,                   1,               0.995,             0.88406,           0.0077298,           0.0030793,           0.0010984,           0.0030304,           0.0030304,           0.0030304
                 354,            0.015838,           0.0067046,           0.0063887,             0.99872,                   1,               0.995,             0.89793,           0.0085002,           0.0031849,           0.0010889,           0.0030106,           0.0030106,           0.0030106
                 355,            0.015639,           0.0061394,            0.008596,             0.99866,                   1,               0.995,             0.90027,           0.0077036,           0.0030487,           0.0010702,           0.0029908,           0.0029908,           0.0029908
                 356,            0.015411,           0.0055934,           0.0061819,             0.99864,                   1,               0.995,             0.89424,           0.0077267,           0.0030653,           0.0010637,            0.002971,            0.002971,            0.002971
                 357,            0.016437,           0.0061998,           0.0078887,             0.99862,                   1,               0.995,              0.8878,           0.0076332,           0.0030811,           0.0010562,           0.0029512,           0.0029512,           0.0029512
                 358,            0.015021,            0.006382,           0.0055237,             0.99864,                   1,               0.995,              0.8905,            0.007893,           0.0031238,            0.001053,           0.0029314,           0.0029314,           0.0029314
                 359,            0.014068,           0.0067208,           0.0041545,             0.99862,                   1,               0.995,             0.88025,            0.007789,           0.0031248,            0.001062,           0.0029116,           0.0029116,           0.0029116
                 360,            0.015646,           0.0062865,            0.003618,             0.99864,                   1,               0.995,             0.89843,            0.007212,           0.0030438,           0.0010664,           0.0028918,           0.0028918,           0.0028918
                 361,            0.015595,           0.0052508,           0.0068631,             0.99864,                   1,               0.995,             0.89565,           0.0089461,           0.0031594,           0.0010524,            0.002872,            0.002872,            0.002872
                 362,            0.014684,           0.0070787,           0.0060601,             0.99865,                   1,               0.995,             0.88769,           0.0085642,           0.0031197,           0.0010431,           0.0028522,           0.0028522,           0.0028522
                 363,            0.016429,           0.0068671,           0.0056954,             0.99861,                   1,               0.995,             0.90296,           0.0077667,           0.0030256,           0.0010361,           0.0028324,           0.0028324,           0.0028324
                 364,            0.014566,           0.0062462,           0.0072077,             0.99856,                   1,               0.995,             0.89764,           0.0070988,           0.0030024,           0.0010368,           0.0028126,           0.0028126,           0.0028126
                 365,              0.0133,           0.0060495,           0.0065819,             0.99856,                   1,               0.995,             0.89431,           0.0080785,           0.0030232,           0.0010254,           0.0027928,           0.0027928,           0.0027928
                 366,            0.013734,            0.006357,           0.0046869,              0.9985,                   1,               0.995,             0.89046,           0.0074898,           0.0029839,           0.0010227,            0.002773,            0.002773,            0.002773
                 367,             0.01513,           0.0066314,           0.0058029,              0.9984,                   1,               0.995,             0.89979,           0.0072609,           0.0029646,           0.0010177,           0.0027532,           0.0027532,           0.0027532
                 368,            0.013922,           0.0056889,           0.0031733,             0.99834,                   1,               0.995,             0.88329,           0.0081326,           0.0030701,            0.001016,           0.0027334,           0.0027334,           0.0027334
                 369,            0.015696,           0.0064743,           0.0053729,             0.99827,                   1,               0.995,             0.89609,           0.0071941,           0.0029897,            0.001018,           0.0027136,           0.0027136,           0.0027136
                 370,            0.014404,           0.0063959,           0.0045448,             0.99832,                   1,               0.995,             0.88317,           0.0074472,           0.0030738,           0.0010146,           0.0026938,           0.0026938,           0.0026938
                 371,            0.014489,           0.0064699,           0.0062644,             0.99842,                   1,               0.995,             0.89798,           0.0068107,           0.0030025,           0.0010077,            0.002674,            0.002674,            0.002674
                 372,            0.014625,           0.0052139,            0.004038,             0.99842,                   1,               0.995,              0.8961,           0.0084044,           0.0030906,           0.0010032,           0.0026542,           0.0026542,           0.0026542
                 373,            0.014152,           0.0060431,           0.0045205,             0.99844,                   1,               0.995,             0.90483,           0.0074912,           0.0030007,          0.00099277,           0.0026344,           0.0026344,           0.0026344
                 374,            0.014188,           0.0060815,           0.0034042,             0.99857,                   1,               0.995,              0.8944,           0.0075777,           0.0030423,          0.00098568,           0.0026146,           0.0026146,           0.0026146
                 375,            0.014737,           0.0067765,            0.003314,              0.9986,                   1,               0.995,             0.90736,           0.0067695,           0.0030102,          0.00097687,           0.0025948,           0.0025948,           0.0025948
                 376,            0.014162,           0.0064064,           0.0042194,              0.9985,                   1,               0.995,              0.8955,           0.0071806,           0.0030662,          0.00097079,            0.002575,            0.002575,            0.002575
                 377,            0.015605,            0.006708,           0.0046035,             0.99853,                   1,               0.995,             0.89737,           0.0071827,           0.0031706,          0.00096168,           0.0025552,           0.0025552,           0.0025552
                 378,            0.013541,           0.0064438,           0.0038431,             0.99851,                   1,               0.995,             0.89874,           0.0074708,           0.0031665,           0.0009489,           0.0025354,           0.0025354,           0.0025354
                 379,             0.01273,           0.0053435,           0.0054999,             0.99851,                   1,               0.995,             0.90208,           0.0073267,            0.003119,          0.00094226,           0.0025156,           0.0025156,           0.0025156
                 380,            0.014812,           0.0067808,           0.0042328,             0.99847,                   1,               0.995,             0.90528,           0.0066303,           0.0029958,            0.000943,           0.0024958,           0.0024958,           0.0024958
                 381,            0.015166,           0.0063554,           0.0042063,             0.99841,                   1,               0.995,             0.89886,            0.007077,            0.003049,           0.0009371,            0.002476,            0.002476,            0.002476
                 382,            0.013527,           0.0063376,           0.0061691,             0.99851,                   1,               0.995,             0.88608,           0.0072531,           0.0030647,          0.00092643,           0.0024562,           0.0024562,           0.0024562
                 383,            0.013426,           0.0055185,           0.0027659,             0.99854,                   1,               0.995,             0.90285,            0.006937,           0.0030543,          0.00091696,           0.0024364,           0.0024364,           0.0024364
                 384,            0.012801,           0.0062666,           0.0033444,             0.99853,                   1,               0.995,             0.90112,           0.0072309,           0.0030723,          0.00091392,           0.0024166,           0.0024166,           0.0024166
                 385,            0.013249,           0.0056998,           0.0029238,             0.99851,                   1,               0.995,             0.91032,           0.0069837,           0.0030468,          0.00090816,           0.0023968,           0.0023968,           0.0023968
                 386,            0.015098,           0.0059691,           0.0060386,             0.99856,                   1,               0.995,             0.89427,           0.0074556,           0.0030808,          0.00090571,            0.002377,            0.002377,            0.002377
                 387,             0.01363,           0.0060204,            0.004078,             0.99852,                   1,               0.995,             0.90703,           0.0068609,           0.0029821,          0.00090725,           0.0023572,           0.0023572,           0.0023572
                 388,            0.014576,           0.0062029,           0.0044265,             0.99841,                   1,               0.995,             0.89895,           0.0075111,           0.0029985,          0.00090688,           0.0023374,           0.0023374,           0.0023374
                 389,            0.014153,           0.0061369,           0.0060115,             0.99835,                   1,               0.995,             0.90389,           0.0068925,           0.0029389,          0.00090382,           0.0023176,           0.0023176,           0.0023176
                 390,             0.01391,           0.0066629,           0.0031956,             0.99846,                   1,               0.995,              0.9132,           0.0074374,           0.0029541,          0.00089961,           0.0022978,           0.0022978,           0.0022978
                 391,            0.013023,           0.0064042,           0.0029611,             0.99846,                   1,               0.995,             0.90886,           0.0067085,           0.0029177,          0.00089774,            0.002278,            0.002278,            0.002278
                 392,            0.013818,           0.0067715,           0.0038464,             0.99848,                   1,               0.995,             0.90305,           0.0072844,           0.0030239,           0.0008961,           0.0022582,           0.0022582,           0.0022582
                 393,            0.014012,           0.0065551,           0.0050168,             0.99858,                   1,               0.995,             0.88275,           0.0073214,           0.0030593,          0.00089375,           0.0022384,           0.0022384,           0.0022384
                 394,            0.014534,           0.0064639,           0.0039067,             0.99859,                   1,               0.995,             0.90188,           0.0081021,           0.0031448,          0.00089793,           0.0022186,           0.0022186,           0.0022186
                 395,            0.013621,           0.0061233,           0.0054549,             0.99852,                   1,               0.995,             0.89972,           0.0067719,           0.0030314,          0.00089597,           0.0021988,           0.0021988,           0.0021988
                 396,            0.013497,           0.0063746,           0.0025567,             0.99846,                   1,               0.995,              0.8945,           0.0075969,           0.0031316,          0.00089647,            0.002179,            0.002179,            0.002179
                 397,            0.014106,           0.0063356,           0.0036148,             0.99837,                   1,               0.995,             0.89767,           0.0072159,           0.0030744,          0.00090136,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013693,           0.0056613,           0.0036134,             0.99838,                   1,               0.995,             0.88154,           0.0077851,           0.0031332,          0.00090544,           0.0021394,           0.0021394,           0.0021394
                 399,            0.014892,           0.0060924,           0.0031487,             0.99838,                   1,               0.995,             0.88144,           0.0078975,            0.003211,          0.00090619,           0.0021196,           0.0021196,           0.0021196
                 400,            0.013064,           0.0063117,            0.004254,             0.99851,                   1,               0.995,             0.90191,           0.0067799,           0.0031489,          0.00090576,           0.0020998,           0.0020998,           0.0020998
                 401,            0.013485,           0.0058003,           0.0046887,             0.99856,                   1,               0.995,             0.88446,           0.0073119,           0.0032723,          0.00090286,             0.00208,             0.00208,             0.00208
                 402,            0.013808,            0.006137,           0.0049918,             0.99844,                   1,               0.995,             0.90079,           0.0072951,           0.0032271,          0.00090111,           0.0020602,           0.0020602,           0.0020602
                 403,            0.013457,           0.0062856,           0.0030568,             0.99836,                   1,               0.995,             0.90097,           0.0063801,           0.0030604,           0.0008958,           0.0020404,           0.0020404,           0.0020404
                 404,            0.013302,           0.0062128,           0.0027523,              0.9983,                   1,               0.995,             0.89976,           0.0071906,            0.003119,          0.00089761,           0.0020206,           0.0020206,           0.0020206
                 405,            0.014108,           0.0060272,           0.0059008,             0.99846,                   1,               0.995,             0.90875,           0.0069487,           0.0030464,          0.00088858,           0.0020008,           0.0020008,           0.0020008
                 406,            0.014061,           0.0061143,            0.004672,             0.99858,                   1,               0.995,             0.90917,            0.006728,            0.002976,          0.00088475,            0.001981,            0.001981,            0.001981
                 407,            0.012545,           0.0056244,           0.0022178,              0.9985,                   1,               0.995,             0.91134,           0.0063712,           0.0029494,          0.00087656,           0.0019612,           0.0019612,           0.0019612
                 408,            0.014125,           0.0062944,           0.0040302,             0.99848,                   1,               0.995,             0.90135,           0.0077521,           0.0030902,          0.00087334,           0.0019414,           0.0019414,           0.0019414
                 409,            0.014024,           0.0058406,           0.0048042,             0.99847,                   1,               0.995,             0.90933,           0.0069567,           0.0030629,          0.00087134,           0.0019216,           0.0019216,           0.0019216
                 410,            0.012766,           0.0062603,            0.003524,             0.99843,                   1,               0.995,             0.90317,           0.0074762,           0.0030579,          0.00086475,           0.0019018,           0.0019018,           0.0019018
                 411,            0.013277,           0.0061572,           0.0037772,             0.99847,                   1,               0.995,             0.90179,           0.0067621,           0.0029983,          0.00085752,            0.001882,            0.001882,            0.001882
                 412,            0.013096,           0.0056714,           0.0036916,              0.9985,                   1,               0.995,             0.89633,           0.0067068,           0.0029924,          0.00085505,           0.0018622,           0.0018622,           0.0018622
                 413,            0.014566,           0.0061983,           0.0033081,             0.99848,                   1,               0.995,             0.90731,           0.0066781,           0.0029569,          0.00085299,           0.0018424,           0.0018424,           0.0018424
                 414,            0.013185,           0.0061889,            0.003644,             0.99852,                   1,               0.995,             0.89845,           0.0066065,           0.0029406,          0.00084532,           0.0018226,           0.0018226,           0.0018226
                 415,            0.013096,           0.0058655,           0.0026133,             0.99868,                   1,               0.995,             0.90479,           0.0064806,           0.0029754,          0.00083745,           0.0018028,           0.0018028,           0.0018028
                 416,            0.014626,           0.0063684,           0.0045768,             0.99877,                   1,               0.995,             0.89773,           0.0073884,           0.0030551,          0.00083781,            0.001783,            0.001783,            0.001783
                 417,            0.013163,           0.0059092,             0.00467,             0.99889,                   1,               0.995,             0.90221,           0.0065774,           0.0030107,          0.00083901,           0.0017632,           0.0017632,           0.0017632
                 418,            0.012488,           0.0058545,           0.0047971,             0.99886,                   1,               0.995,             0.90262,           0.0069501,            0.003023,          0.00083883,           0.0017434,           0.0017434,           0.0017434
                 419,            0.013904,           0.0060122,           0.0039218,              0.9988,                   1,               0.995,             0.90448,           0.0065859,           0.0029273,          0.00083621,           0.0017236,           0.0017236,           0.0017236
                 420,             0.01229,           0.0057203,           0.0042409,             0.99868,                   1,               0.995,             0.90486,           0.0067052,           0.0029385,          0.00082809,           0.0017038,           0.0017038,           0.0017038
                 421,            0.012727,           0.0063196,           0.0041118,              0.9986,                   1,               0.995,             0.90557,           0.0065951,           0.0029981,          0.00081446,            0.001684,            0.001684,            0.001684
                 422,            0.012799,           0.0061338,           0.0028095,             0.99859,                   1,               0.995,             0.90169,           0.0066821,           0.0030006,          0.00079121,           0.0016642,           0.0016642,           0.0016642
                 423,            0.012931,           0.0061711,           0.0039437,             0.99865,                   1,               0.995,             0.89815,           0.0064842,           0.0029849,          0.00079086,           0.0016444,           0.0016444,           0.0016444
                 424,            0.012868,           0.0067869,           0.0039253,             0.99875,                   1,               0.995,             0.89126,           0.0072292,           0.0030832,          0.00079408,           0.0016246,           0.0016246,           0.0016246
                 425,            0.013846,           0.0060134,           0.0037753,             0.99886,                   1,               0.995,             0.89784,             0.00681,           0.0030761,          0.00079351,           0.0016048,           0.0016048,           0.0016048
                 426,            0.012093,           0.0059582,           0.0036783,             0.99869,                   1,               0.995,             0.89995,           0.0068173,           0.0029977,          0.00078384,            0.001585,            0.001585,            0.001585
                 427,             0.01201,           0.0058592,           0.0044114,             0.99861,                   1,               0.995,             0.90339,           0.0064951,           0.0029493,          0.00077386,           0.0015652,           0.0015652,           0.0015652
                 428,            0.012713,           0.0054772,           0.0030565,             0.99861,                   1,               0.995,             0.90075,           0.0068501,           0.0029467,          0.00077051,           0.0015454,           0.0015454,           0.0015454
                 429,            0.012867,           0.0054632,           0.0035839,             0.99852,                   1,               0.995,             0.89698,           0.0067544,           0.0029171,          0.00076357,           0.0015256,           0.0015256,           0.0015256
                 430,            0.014482,           0.0066119,           0.0032013,             0.99852,                   1,               0.995,             0.90055,           0.0063983,           0.0028764,          0.00075978,           0.0015058,           0.0015058,           0.0015058
                 431,             0.01273,           0.0063135,           0.0026723,             0.99858,                   1,               0.995,             0.90402,           0.0064224,           0.0028803,          0.00075475,            0.001486,            0.001486,            0.001486
                 432,            0.013868,           0.0062853,           0.0042069,             0.99864,                   1,               0.995,             0.90295,           0.0068432,           0.0029632,          0.00075186,           0.0014662,           0.0014662,           0.0014662
                 433,            0.012974,           0.0063669,           0.0027424,             0.99872,                   1,               0.995,             0.90834,           0.0065872,           0.0029885,          0.00074838,           0.0014464,           0.0014464,           0.0014464
                 434,            0.012098,           0.0054645,           0.0031585,             0.99876,                   1,               0.995,             0.90135,           0.0067286,           0.0030147,          0.00074214,           0.0014266,           0.0014266,           0.0014266
                 435,            0.013732,            0.005572,           0.0038656,             0.99879,                   1,               0.995,              0.9018,           0.0062428,           0.0029536,          0.00074011,           0.0014068,           0.0014068,           0.0014068
                 436,            0.012493,           0.0065843,           0.0028287,             0.99884,                   1,               0.995,             0.90219,           0.0065569,           0.0029736,          0.00073824,            0.001387,            0.001387,            0.001387
                 437,            0.012589,           0.0068535,           0.0026792,             0.99887,                   1,               0.995,             0.90902,           0.0061644,           0.0029512,           0.0007365,           0.0013672,           0.0013672,           0.0013672
                 438,             0.01225,           0.0054714,           0.0026084,             0.99879,                   1,               0.995,             0.89605,           0.0069143,           0.0029837,          0.00073445,           0.0013474,           0.0013474,           0.0013474
                 439,            0.011183,           0.0052188,           0.0029966,             0.99881,                   1,               0.995,             0.90573,           0.0064023,           0.0029347,          0.00072865,           0.0013276,           0.0013276,           0.0013276
                 440,            0.011315,           0.0049317,            0.003334,             0.99883,                   1,               0.995,             0.90042,           0.0067098,           0.0029862,          0.00072575,           0.0013078,           0.0013078,           0.0013078
                 441,            0.012849,           0.0064022,           0.0039938,              0.9988,                   1,               0.995,             0.90496,           0.0063951,           0.0029541,          0.00072323,            0.001288,            0.001288,            0.001288
                 442,            0.013724,           0.0059127,           0.0031493,             0.99875,                   1,               0.995,             0.90644,           0.0068841,           0.0029862,          0.00072096,           0.0012682,           0.0012682,           0.0012682
                 443,            0.012009,           0.0054997,           0.0031931,             0.99883,                   1,               0.995,             0.90924,            0.006422,           0.0029469,          0.00071161,           0.0012484,           0.0012484,           0.0012484
                 444,            0.012139,           0.0056892,           0.0066226,             0.99886,                   1,               0.995,             0.91111,           0.0063444,           0.0029677,          0.00070822,           0.0012286,           0.0012286,           0.0012286
                 445,            0.011874,           0.0059296,           0.0030291,             0.99885,                   1,               0.995,             0.91141,           0.0063937,           0.0029701,          0.00070214,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012487,           0.0063118,           0.0031193,             0.99882,                   1,               0.995,             0.90503,           0.0064384,           0.0029581,          0.00070122,            0.001189,            0.001189,            0.001189
                 447,            0.011843,            0.005228,           0.0040409,             0.99884,                   1,               0.995,              0.9055,           0.0061889,           0.0029532,          0.00069805,           0.0011692,           0.0011692,           0.0011692
                 448,            0.012044,           0.0058526,           0.0038359,             0.99887,                   1,               0.995,             0.90792,           0.0064241,            0.003004,          0.00069615,           0.0011494,           0.0011494,           0.0011494
                 449,            0.012991,           0.0052395,           0.0085834,             0.99883,                   1,               0.995,             0.90382,           0.0063435,           0.0030352,          0.00069128,           0.0011296,           0.0011296,           0.0011296
                 450,            0.012675,           0.0058189,           0.0037863,             0.99887,                   1,               0.995,              0.9053,           0.0065303,           0.0030275,          0.00068777,           0.0011098,           0.0011098,           0.0011098
                 451,            0.012571,           0.0059143,           0.0031209,             0.99887,                   1,               0.995,             0.90768,           0.0062383,           0.0030133,          0.00068829,             0.00109,             0.00109,             0.00109
                 452,            0.012025,           0.0055988,           0.0023907,             0.99884,                   1,               0.995,             0.90977,           0.0063452,           0.0030414,          0.00068856,           0.0010702,           0.0010702,           0.0010702
                 453,            0.011638,           0.0054364,           0.0026959,             0.99884,                   1,               0.995,             0.90884,           0.0063034,           0.0030385,          0.00068789,           0.0010504,           0.0010504,           0.0010504
                 454,            0.011765,           0.0052929,           0.0040037,             0.99887,                   1,               0.995,             0.91047,           0.0062831,           0.0030111,          0.00068233,           0.0010306,           0.0010306,           0.0010306
                 455,            0.011553,           0.0058773,           0.0032716,             0.99885,                   1,               0.995,             0.90965,            0.006195,           0.0029691,          0.00067915,           0.0010108,           0.0010108,           0.0010108
                 456,             0.01221,           0.0057446,           0.0036199,             0.99882,                   1,               0.995,             0.91219,           0.0062915,           0.0029533,          0.00067635,            0.000991,            0.000991,            0.000991
                 457,            0.013165,           0.0057614,           0.0035334,             0.99877,                   1,               0.995,             0.90878,           0.0063412,           0.0029432,          0.00067521,           0.0009712,           0.0009712,           0.0009712
                 458,            0.011232,           0.0051683,           0.0033396,              0.9988,                   1,               0.995,             0.91055,           0.0062919,           0.0029389,          0.00067242,           0.0009514,           0.0009514,           0.0009514
                 459,            0.011324,           0.0058426,           0.0029924,             0.99883,                   1,               0.995,             0.90739,           0.0062582,           0.0029082,          0.00067162,           0.0009316,           0.0009316,           0.0009316
                 460,            0.011916,           0.0058758,           0.0043843,             0.99883,                   1,               0.995,             0.90692,           0.0063786,           0.0029091,          0.00066936,           0.0009118,           0.0009118,           0.0009118
                 461,            0.011998,           0.0058012,           0.0032325,             0.99883,                   1,               0.995,             0.90232,           0.0063089,           0.0029097,          0.00066609,            0.000892,            0.000892,            0.000892
                 462,            0.013626,           0.0062063,           0.0052872,             0.99883,                   1,               0.995,             0.90479,           0.0063338,           0.0028991,          0.00066233,           0.0008722,           0.0008722,           0.0008722
                 463,             0.01228,           0.0050472,           0.0040245,             0.99882,                   1,               0.995,             0.90162,           0.0062011,            0.002898,          0.00065756,           0.0008524,           0.0008524,           0.0008524
                 464,            0.011064,           0.0059002,           0.0030301,             0.99885,                   1,               0.995,             0.90291,            0.006152,           0.0028833,          0.00065421,           0.0008326,           0.0008326,           0.0008326
                 465,            0.011883,            0.005402,             0.00278,             0.99887,                   1,               0.995,             0.90756,           0.0060601,           0.0028761,          0.00065083,           0.0008128,           0.0008128,           0.0008128
                 466,            0.011157,           0.0050271,           0.0021762,             0.99885,                   1,               0.995,             0.90817,           0.0061176,           0.0028618,          0.00064725,            0.000793,            0.000793,            0.000793
                 467,            0.011644,            0.005904,           0.0038165,             0.99874,                   1,               0.995,             0.90566,           0.0061174,           0.0028384,          0.00064044,           0.0007732,           0.0007732,           0.0007732
                 468,            0.012212,           0.0052851,            0.004779,             0.99872,                   1,               0.995,             0.90685,           0.0061235,           0.0028201,          0.00063743,           0.0007534,           0.0007534,           0.0007534
                 469,            0.011674,           0.0057788,           0.0022905,             0.99864,                   1,               0.995,             0.90958,           0.0060983,           0.0028098,          0.00063306,           0.0007336,           0.0007336,           0.0007336
                 470,            0.012108,            0.006078,           0.0028834,             0.99854,                   1,               0.995,              0.9024,           0.0061296,           0.0028037,          0.00063271,           0.0007138,           0.0007138,           0.0007138
                 471,            0.011347,           0.0059923,           0.0037324,             0.99859,                   1,               0.995,             0.90549,           0.0060809,           0.0028104,          0.00062866,            0.000694,            0.000694,            0.000694
                 472,            0.010746,           0.0051213,           0.0024307,             0.99861,                   1,               0.995,             0.90346,           0.0061227,           0.0028175,          0.00062721,           0.0006742,           0.0006742,           0.0006742
                 473,            0.011007,           0.0058911,           0.0037936,             0.99864,                   1,               0.995,             0.90395,           0.0060808,           0.0028151,          0.00062416,           0.0006544,           0.0006544,           0.0006544
                 474,            0.010784,           0.0052219,           0.0036569,             0.99868,                   1,               0.995,             0.90752,           0.0060412,           0.0028102,          0.00062142,           0.0006346,           0.0006346,           0.0006346
                 475,            0.011788,           0.0060516,           0.0032329,             0.99871,                   1,               0.995,             0.90347,           0.0060836,           0.0028157,          0.00061855,           0.0006148,           0.0006148,           0.0006148
                 476,            0.011579,            0.005463,           0.0065854,             0.99873,                   1,               0.995,             0.90654,           0.0060183,           0.0028103,          0.00061693,            0.000595,            0.000595,            0.000595
