               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.021918,           0.0075783,           0.0070503,             0.98103,             0.98192,             0.99138,             0.75154,            0.016907,           0.0039056,           0.0047348,           0.0069508,           0.0069508,           0.0069508
                 156,            0.023956,           0.0077644,           0.0089316,             0.97971,             0.99224,             0.99138,             0.82595,            0.011369,           0.0036842,           0.0029941,            0.006931,            0.006931,            0.006931
                 157,            0.023111,           0.0070592,           0.0096591,             0.97992,             0.99897,             0.99457,              0.8136,            0.017142,           0.0039505,           0.0024533,           0.0069112,           0.0069112,           0.0069112
                 158,            0.022028,           0.0080469,           0.0070894,             0.97972,             0.99694,             0.99457,             0.84625,            0.014634,           0.0038653,           0.0027008,           0.0068914,           0.0068914,           0.0068914
                 159,            0.022136,           0.0069619,            0.006553,             0.97345,             0.99951,             0.99394,             0.80625,            0.013786,           0.0039367,           0.0032543,           0.0068716,           0.0068716,           0.0068716
                 160,            0.023238,           0.0071625,           0.0087968,             0.97772,              0.9994,             0.99394,             0.84973,            0.010611,           0.0037635,           0.0030391,           0.0068518,           0.0068518,           0.0068518
                 161,            0.020067,           0.0062498,            0.008346,              0.9841,             0.99988,             0.99479,             0.81709,            0.012835,           0.0039002,           0.0026142,            0.006832,            0.006832,            0.006832
                 162,            0.022293,           0.0085736,           0.0076029,             0.99605,                   1,               0.995,             0.81864,            0.012952,           0.0038209,           0.0023251,           0.0068122,           0.0068122,           0.0068122
                 163,             0.02336,           0.0094494,           0.0092218,             0.99819,                   1,               0.995,             0.79856,            0.013567,           0.0037884,           0.0021882,           0.0067924,           0.0067924,           0.0067924
                 164,            0.024496,           0.0076411,           0.0091724,             0.99813,                   1,               0.995,             0.81445,            0.013167,           0.0038023,           0.0022007,           0.0067726,           0.0067726,           0.0067726
                 165,            0.024107,           0.0078321,            0.011384,             0.99523,             0.99971,               0.995,             0.79922,            0.014066,           0.0038153,           0.0022242,           0.0067528,           0.0067528,           0.0067528
                 166,            0.024066,           0.0072598,           0.0081657,             0.99848,                   1,               0.995,              0.8491,             0.01464,           0.0039524,           0.0022653,            0.006733,            0.006733,            0.006733
                 167,            0.023273,           0.0081893,           0.0076611,             0.99855,                   1,               0.995,             0.83825,            0.010877,           0.0037754,           0.0023465,           0.0067132,           0.0067132,           0.0067132
                 168,             0.02046,           0.0073596,           0.0084437,             0.99792,                   1,               0.995,             0.84015,             0.01041,           0.0037509,           0.0024667,           0.0066934,           0.0066934,           0.0066934
                 169,            0.020757,           0.0075301,           0.0088924,             0.99547,             0.99906,               0.995,              0.8129,            0.011457,           0.0038316,           0.0026567,           0.0066736,           0.0066736,           0.0066736
                 170,            0.022458,           0.0070728,            0.009018,             0.99824,                   1,               0.995,             0.83973,            0.014001,           0.0038966,           0.0021638,           0.0066538,           0.0066538,           0.0066538
                 171,            0.022144,           0.0079654,           0.0090536,             0.99847,                   1,               0.995,             0.83085,            0.012053,           0.0037865,           0.0019296,            0.006634,            0.006634,            0.006634
                 172,            0.022121,           0.0074957,           0.0076592,             0.99824,                   1,               0.995,             0.83917,            0.012025,           0.0038223,           0.0019067,           0.0066142,           0.0066142,           0.0066142
                 173,            0.023957,           0.0078766,           0.0094833,             0.99808,                   1,               0.995,             0.82322,            0.014142,           0.0040366,           0.0018553,           0.0065944,           0.0065944,           0.0065944
                 174,            0.024379,            0.008135,           0.0075327,             0.99781,                   1,               0.995,             0.84507,            0.014966,           0.0039701,           0.0018992,           0.0065746,           0.0065746,           0.0065746
                 175,            0.023077,           0.0075832,           0.0073708,             0.99671,                   1,               0.995,             0.74122,            0.012938,           0.0039431,           0.0019505,           0.0065548,           0.0065548,           0.0065548
                 176,            0.022568,           0.0077333,            0.008177,              0.9972,                   1,               0.995,             0.83692,             0.01106,           0.0037436,           0.0019257,            0.006535,            0.006535,            0.006535
                 177,             0.02285,           0.0074905,            0.010799,             0.99822,                   1,               0.995,             0.76733,            0.014414,           0.0038991,           0.0018641,           0.0065152,           0.0065152,           0.0065152
                 178,            0.020503,              0.0073,           0.0089988,             0.99862,                   1,               0.995,             0.84445,            0.011223,           0.0037168,           0.0019226,           0.0064954,           0.0064954,           0.0064954
                 179,            0.022273,           0.0080129,           0.0056743,             0.99869,                   1,               0.995,             0.85815,            0.012217,           0.0037447,           0.0019319,           0.0064756,           0.0064756,           0.0064756
                 180,            0.023331,            0.008573,           0.0097702,             0.99821,                   1,               0.995,             0.84076,            0.010667,           0.0037106,           0.0020442,           0.0064558,           0.0064558,           0.0064558
                 181,            0.020569,           0.0074667,            0.010337,             0.99851,                   1,               0.995,              0.8368,            0.013133,           0.0039002,           0.0018161,            0.006436,            0.006436,            0.006436
                 182,            0.020493,           0.0070867,           0.0096615,             0.99497,             0.99917,               0.995,               0.744,            0.015193,           0.0039374,           0.0023275,           0.0064162,           0.0064162,           0.0064162
                 183,            0.020995,           0.0072415,           0.0086569,             0.98713,             0.99074,             0.99352,             0.81213,            0.011376,           0.0040302,           0.0073438,           0.0063964,           0.0063964,           0.0063964
                 184,            0.019698,           0.0075189,           0.0053356,             0.98549,             0.99074,             0.99324,             0.79166,            0.012075,           0.0038825,           0.0075857,           0.0063766,           0.0063766,           0.0063766
                 185,            0.022655,           0.0073178,            0.010478,             0.98803,             0.99074,             0.99248,             0.84942,            0.011892,           0.0038465,           0.0074854,           0.0063568,           0.0063568,           0.0063568
                 186,            0.022625,           0.0078218,           0.0090401,             0.98863,             0.99157,             0.99277,              0.8197,            0.011409,           0.0037698,           0.0065758,            0.006337,            0.006337,            0.006337
                 187,            0.021262,           0.0074392,           0.0085274,             0.99746,                   1,               0.995,             0.85309,            0.010696,           0.0036717,           0.0023295,           0.0063172,           0.0063172,           0.0063172
                 188,            0.022687,            0.007342,           0.0079334,             0.99863,                   1,               0.995,             0.84362,            0.011683,            0.003655,           0.0021569,           0.0062974,           0.0062974,           0.0062974
                 189,            0.018327,           0.0066751,           0.0074443,             0.99795,                   1,               0.995,             0.83187,            0.010746,           0.0035984,           0.0021631,           0.0062776,           0.0062776,           0.0062776
                 190,            0.020311,            0.007913,           0.0089599,             0.99409,              0.9994,               0.995,             0.79186,            0.011742,           0.0036035,            0.002258,           0.0062578,           0.0062578,           0.0062578
                 191,            0.023373,           0.0080749,           0.0084195,             0.98926,             0.99914,               0.995,              0.8143,            0.011334,           0.0036474,           0.0022417,            0.006238,            0.006238,            0.006238
                 192,            0.020931,           0.0067748,           0.0077727,             0.99206,             0.99887,               0.995,             0.84857,            0.009595,           0.0035471,           0.0021129,           0.0062182,           0.0062182,           0.0062182
                 193,            0.020983,            0.007451,           0.0090563,             0.99591,                   1,               0.995,             0.78626,            0.011329,           0.0038945,           0.0020223,           0.0061984,           0.0061984,           0.0061984
                 194,            0.020098,           0.0070372,           0.0074228,             0.98626,             0.98895,             0.99252,             0.86256,            0.011767,           0.0038449,           0.0026421,           0.0061786,           0.0061786,           0.0061786
                 195,            0.023033,           0.0082437,           0.0096967,             0.99494,             0.99004,               0.995,             0.86429,            0.010661,           0.0038183,           0.0022448,           0.0061588,           0.0061588,           0.0061588
                 196,            0.021594,           0.0070095,           0.0064789,             0.99306,             0.99829,               0.995,             0.82945,            0.012089,           0.0038815,           0.0020566,            0.006139,            0.006139,            0.006139
                 197,            0.022988,           0.0070479,           0.0078812,             0.99836,                   1,               0.995,             0.81886,            0.012305,           0.0038668,           0.0019673,           0.0061192,           0.0061192,           0.0061192
                 198,            0.022059,           0.0071004,           0.0073132,             0.99842,                   1,               0.995,             0.74954,            0.014606,           0.0039406,           0.0019514,           0.0060994,           0.0060994,           0.0060994
                 199,            0.021993,            0.006376,             0.00937,             0.99865,                   1,               0.995,             0.87074,            0.012155,           0.0035933,           0.0019697,           0.0060796,           0.0060796,           0.0060796
                 200,            0.019493,           0.0077209,           0.0094203,             0.99785,                   1,               0.995,             0.87974,           0.0095688,           0.0033918,           0.0019562,           0.0060598,           0.0060598,           0.0060598
                 201,            0.021222,           0.0069739,           0.0063284,             0.99405,                   1,               0.995,             0.79765,            0.011225,           0.0035462,           0.0021217,             0.00604,             0.00604,             0.00604
                 202,            0.021684,           0.0072103,           0.0093392,             0.97499,             0.98361,               0.995,             0.83149,            0.011248,           0.0037029,           0.0032348,           0.0060202,           0.0060202,           0.0060202
                 203,            0.021829,            0.006943,           0.0061411,             0.97512,             0.97996,               0.995,             0.82212,            0.012056,           0.0037243,           0.0034933,           0.0060004,           0.0060004,           0.0060004
                 204,            0.022596,           0.0068762,             0.01553,             0.97476,             0.98544,             0.99458,             0.86865,            0.010279,           0.0036212,           0.0032825,           0.0059806,           0.0059806,           0.0059806
                 205,            0.020304,           0.0068573,            0.011555,             0.98264,             0.99259,               0.995,              0.7544,            0.016227,           0.0039276,           0.0024144,           0.0059608,           0.0059608,           0.0059608
                 206,            0.020107,           0.0071366,           0.0081671,             0.98749,             0.98913,             0.99458,             0.88142,            0.010214,           0.0035171,           0.0025001,            0.005941,            0.005941,            0.005941
                 207,            0.019382,           0.0067074,           0.0074345,             0.99824,             0.99043,               0.995,             0.86246,             0.01095,           0.0035332,             0.00204,           0.0059212,           0.0059212,           0.0059212
                 208,            0.021223,           0.0076266,           0.0089716,             0.99436,             0.99894,               0.995,             0.83862,            0.012231,           0.0037428,           0.0019679,           0.0059014,           0.0059014,           0.0059014
                 209,            0.021228,           0.0079948,           0.0075565,             0.98443,             0.99911,               0.995,             0.84341,            0.010746,           0.0035657,           0.0022459,           0.0058816,           0.0058816,           0.0058816
                 210,            0.018556,           0.0062318,           0.0066809,             0.99817,                   1,               0.995,             0.85001,           0.0098209,           0.0035493,           0.0018375,           0.0058618,           0.0058618,           0.0058618
                 211,            0.019584,           0.0075778,           0.0086119,             0.98293,             0.99923,               0.995,             0.85053,            0.012072,            0.003713,           0.0023214,            0.005842,            0.005842,            0.005842
                 212,            0.022262,           0.0076788,           0.0087258,             0.98277,             0.99895,               0.995,             0.85082,           0.0095374,           0.0035719,           0.0023995,           0.0058222,           0.0058222,           0.0058222
                 213,            0.019048,           0.0075912,           0.0059165,             0.98282,             0.99796,               0.995,              0.8701,            0.012905,           0.0037734,           0.0025119,           0.0058024,           0.0058024,           0.0058024
                 214,            0.022782,           0.0064133,           0.0081044,             0.98277,             0.99814,               0.995,             0.84657,            0.011865,           0.0036155,            0.002546,           0.0057826,           0.0057826,           0.0057826
                 215,            0.020265,           0.0077034,           0.0074826,              0.9828,             0.99833,               0.995,             0.87026,            0.010312,           0.0036635,           0.0024477,           0.0057628,           0.0057628,           0.0057628
                 216,             0.01977,           0.0073098,           0.0076471,             0.98285,             0.99711,               0.995,             0.86339,           0.0094077,           0.0036601,           0.0024893,            0.005743,            0.005743,            0.005743
                 217,            0.020455,            0.006903,           0.0072131,             0.99585,             0.98992,               0.995,             0.83526,            0.010358,           0.0037339,           0.0020415,           0.0057232,           0.0057232,           0.0057232
                 218,            0.020262,           0.0080913,            0.012041,             0.99657,              0.9901,               0.995,             0.85275,             0.01087,           0.0036434,           0.0019687,           0.0057034,           0.0057034,           0.0057034
                 219,            0.020408,             0.00723,            0.006077,             0.99407,              0.9993,               0.995,             0.84232,            0.012551,           0.0038125,           0.0018346,           0.0056836,           0.0056836,           0.0056836
                 220,            0.022179,           0.0080735,            0.006851,             0.99455,             0.99954,               0.995,             0.85339,            0.010149,           0.0036407,           0.0018344,           0.0056638,           0.0056638,           0.0056638
                 221,            0.020944,           0.0075645,           0.0075208,             0.98919,             0.99897,               0.995,             0.78588,            0.011773,           0.0038006,           0.0018779,            0.005644,            0.005644,            0.005644
                 222,             0.02021,           0.0070022,           0.0053153,             0.98392,             0.99903,               0.995,             0.83056,            0.012864,           0.0038749,           0.0020534,           0.0056242,           0.0056242,           0.0056242
                 223,            0.020799,           0.0070345,           0.0063195,             0.98427,             0.99901,               0.995,             0.83317,            0.011022,           0.0037979,           0.0020098,           0.0056044,           0.0056044,           0.0056044
                 224,            0.018747,           0.0069185,           0.0076178,             0.98791,             0.99904,               0.995,             0.86733,           0.0095739,           0.0035587,           0.0018772,           0.0055846,           0.0055846,           0.0055846
                 225,            0.019125,           0.0066886,           0.0065183,             0.99685,                   1,               0.995,             0.82236,            0.012672,           0.0037302,           0.0016878,           0.0055648,           0.0055648,           0.0055648
                 226,            0.017654,           0.0070861,           0.0070819,             0.99801,                   1,               0.995,              0.8068,           0.0094362,           0.0035741,           0.0016325,            0.005545,            0.005545,            0.005545
                 227,            0.018886,           0.0070196,            0.009155,             0.99746,             0.99966,               0.995,             0.84881,            0.010411,           0.0035812,           0.0019581,           0.0055252,           0.0055252,           0.0055252
                 228,            0.021163,           0.0068718,             0.00649,              0.9986,             0.99346,               0.995,             0.85944,            0.010198,           0.0034873,           0.0024762,           0.0055054,           0.0055054,           0.0055054
                 229,            0.020162,           0.0071775,           0.0049073,             0.99725,             0.99962,               0.995,             0.77002,            0.012566,           0.0036823,           0.0018865,           0.0054856,           0.0054856,           0.0054856
                 230,            0.021259,           0.0067755,           0.0084536,             0.99885,                   1,               0.995,             0.82501,            0.011352,           0.0035957,           0.0016426,           0.0054658,           0.0054658,           0.0054658
                 231,            0.020369,           0.0068023,           0.0062077,             0.99788,                   1,               0.995,             0.84801,            0.010333,             0.00355,           0.0014693,            0.005446,            0.005446,            0.005446
                 232,             0.01874,           0.0073114,           0.0050539,             0.99723,                   1,               0.995,             0.86147,            0.010201,           0.0035805,           0.0014832,           0.0054262,           0.0054262,           0.0054262
                 233,            0.020427,           0.0064946,           0.0057232,             0.99343,             0.99924,               0.995,             0.80658,            0.013202,           0.0037181,           0.0015589,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020491,           0.0070447,           0.0089285,             0.98945,             0.99938,               0.995,              0.8519,           0.0094752,           0.0035274,            0.001624,           0.0053866,           0.0053866,           0.0053866
                 235,            0.019762,           0.0063273,           0.0050408,             0.99141,             0.99889,               0.995,             0.87364,            0.010534,           0.0034996,           0.0015928,           0.0053668,           0.0053668,           0.0053668
                 236,            0.018613,           0.0077477,           0.0047255,             0.99263,             0.99899,               0.995,             0.85874,            0.010566,           0.0034449,           0.0015767,            0.005347,            0.005347,            0.005347
                 237,            0.020344,           0.0076047,           0.0088043,             0.99321,             0.99909,               0.995,             0.85675,            0.010749,           0.0035249,           0.0015842,           0.0053272,           0.0053272,           0.0053272
                 238,            0.019163,           0.0076355,            0.008511,             0.99722,                   1,               0.995,             0.87429,           0.0089135,           0.0034192,           0.0015151,           0.0053074,           0.0053074,           0.0053074
                 239,            0.018495,           0.0070864,           0.0085573,             0.99813,                   1,               0.995,             0.88055,           0.0098158,             0.00356,           0.0015258,           0.0052876,           0.0052876,           0.0052876
                 240,            0.019944,           0.0072755,           0.0078571,             0.99821,                   1,               0.995,             0.85732,            0.010242,           0.0035923,             0.00156,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020254,           0.0071564,           0.0063706,             0.99791,                   1,               0.995,             0.85644,            0.012171,           0.0037412,           0.0015487,            0.005248,            0.005248,            0.005248
                 242,            0.020597,           0.0080306,            0.005464,             0.99748,                   1,               0.995,             0.83149,            0.010383,           0.0036704,           0.0015399,           0.0052282,           0.0052282,           0.0052282
                 243,             0.01879,           0.0071824,           0.0060327,             0.99702,                   1,               0.995,             0.85467,            0.010931,           0.0034753,           0.0015222,           0.0052084,           0.0052084,           0.0052084
                 244,            0.021487,           0.0073987,            0.007457,             0.99744,                   1,               0.995,             0.87091,            0.010417,           0.0033716,           0.0015009,           0.0051886,           0.0051886,           0.0051886
                 245,            0.019322,           0.0073998,            0.007493,             0.99781,                   1,               0.995,             0.85733,            0.012491,           0.0034712,            0.001475,           0.0051688,           0.0051688,           0.0051688
                 246,            0.019605,           0.0077123,           0.0061051,             0.99818,                   1,               0.995,              0.8706,            0.011283,           0.0035224,           0.0014621,            0.005149,            0.005149,            0.005149
                 247,            0.020112,           0.0074696,           0.0077698,             0.99817,                   1,               0.995,             0.87584,            0.010313,           0.0033521,           0.0014671,           0.0051292,           0.0051292,           0.0051292
                 248,            0.019631,           0.0072809,           0.0058162,             0.99838,                   1,               0.995,             0.85042,           0.0083375,           0.0032578,           0.0014659,           0.0051094,           0.0051094,           0.0051094
                 249,            0.017833,           0.0070845,           0.0058128,             0.99854,                   1,               0.995,             0.78651,            0.011556,           0.0034896,            0.001475,           0.0050896,           0.0050896,           0.0050896
                 250,            0.018571,           0.0069943,           0.0061944,             0.99842,                   1,               0.995,             0.80619,            0.010578,           0.0035179,           0.0014553,           0.0050698,           0.0050698,           0.0050698
                 251,            0.018492,           0.0066243,            0.008856,             0.99838,                   1,               0.995,             0.86254,              0.0089,           0.0032963,           0.0014768,             0.00505,             0.00505,             0.00505
                 252,            0.019542,           0.0066092,           0.0059851,             0.99842,                   1,               0.995,             0.83589,            0.010301,           0.0034458,           0.0014817,           0.0050302,           0.0050302,           0.0050302
                 253,             0.01895,           0.0074751,            0.008676,             0.99839,                   1,               0.995,             0.87491,           0.0088056,           0.0033852,           0.0014955,           0.0050104,           0.0050104,           0.0050104
                 254,            0.015268,           0.0063421,           0.0048631,              0.9985,                   1,               0.995,             0.80937,            0.011556,            0.003641,           0.0014876,           0.0049906,           0.0049906,           0.0049906
                 255,            0.021003,           0.0074921,           0.0076102,             0.99882,                   1,               0.995,             0.81045,             0.01081,           0.0035736,            0.001506,           0.0049708,           0.0049708,           0.0049708
                 256,             0.01803,           0.0066942,           0.0069142,             0.99883,                   1,               0.995,             0.86327,           0.0089746,           0.0033389,           0.0015022,            0.004951,            0.004951,            0.004951
                 257,             0.01883,           0.0072833,           0.0042435,             0.99867,                   1,               0.995,             0.88749,            0.010474,           0.0033941,           0.0015009,           0.0049312,           0.0049312,           0.0049312
                 258,            0.018604,           0.0075444,           0.0070521,             0.99853,                   1,               0.995,             0.83728,            0.010896,           0.0034055,           0.0014874,           0.0049114,           0.0049114,           0.0049114
                 259,            0.019447,           0.0076406,           0.0071381,             0.99856,                   1,               0.995,             0.88069,           0.0096187,           0.0033362,           0.0014917,           0.0048916,           0.0048916,           0.0048916
                 260,            0.018545,           0.0066845,           0.0071115,             0.99846,                   1,               0.995,             0.87707,           0.0098083,           0.0033041,           0.0014931,           0.0048718,           0.0048718,           0.0048718
                 261,            0.017328,           0.0072645,           0.0057308,             0.99817,                   1,               0.995,             0.87542,           0.0092446,           0.0032758,            0.001481,            0.004852,            0.004852,            0.004852
                 262,            0.017619,           0.0066306,           0.0075664,             0.99819,                   1,               0.995,             0.84508,            0.010094,           0.0033092,           0.0014796,           0.0048322,           0.0048322,           0.0048322
                 263,            0.018319,           0.0071052,           0.0063495,             0.99829,                   1,               0.995,              0.8873,           0.0094076,           0.0033622,           0.0014527,           0.0048124,           0.0048124,           0.0048124
                 264,            0.017507,           0.0066761,           0.0052819,             0.99803,                   1,               0.995,             0.85882,           0.0087983,           0.0033706,           0.0014538,           0.0047926,           0.0047926,           0.0047926
                 265,            0.017786,           0.0079356,           0.0072474,             0.99779,                   1,               0.995,             0.84072,             0.01112,           0.0034377,           0.0014355,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018239,            0.006841,           0.0074677,             0.99778,                   1,               0.995,             0.85947,           0.0084543,           0.0033463,           0.0014387,            0.004753,            0.004753,            0.004753
                 267,            0.017865,           0.0062848,           0.0058251,             0.99777,                   1,               0.995,             0.87687,           0.0097476,           0.0033498,           0.0014394,           0.0047332,           0.0047332,           0.0047332
                 268,            0.018754,           0.0069883,           0.0048857,             0.99779,                   1,               0.995,             0.86632,           0.0087874,           0.0032505,           0.0014461,           0.0047134,           0.0047134,           0.0047134
                 269,            0.018093,           0.0060342,            0.007037,             0.99747,                   1,               0.995,             0.86868,            0.009198,           0.0032975,           0.0014654,           0.0046936,           0.0046936,           0.0046936
                 270,            0.016551,           0.0057743,            0.007752,             0.99703,                   1,               0.995,              0.8677,            0.010024,           0.0033534,           0.0014833,           0.0046738,           0.0046738,           0.0046738
                 271,            0.018329,           0.0063578,           0.0061507,             0.99704,                   1,               0.995,             0.87538,           0.0086708,           0.0033009,           0.0014849,            0.004654,            0.004654,            0.004654
                 272,            0.019287,           0.0078234,            0.005805,             0.99711,                   1,               0.995,             0.87819,           0.0083915,           0.0032631,           0.0014714,           0.0046342,           0.0046342,           0.0046342
                 273,            0.018209,           0.0067124,            0.012419,             0.99734,                   1,               0.995,             0.83177,             0.01162,            0.003526,            0.001467,           0.0046144,           0.0046144,           0.0046144
                 274,            0.020125,           0.0064864,           0.0058661,             0.99771,                   1,               0.995,             0.82842,            0.010439,           0.0034129,           0.0014537,           0.0045946,           0.0045946,           0.0045946
                 275,            0.018757,           0.0069535,           0.0069542,             0.99749,                   1,               0.995,             0.86357,           0.0093579,           0.0033234,           0.0014623,           0.0045748,           0.0045748,           0.0045748
                 276,            0.019562,           0.0065792,            0.010506,             0.99738,                   1,               0.995,             0.85548,           0.0093813,           0.0033896,           0.0014487,            0.004555,            0.004555,            0.004555
                 277,            0.019831,           0.0066736,           0.0075194,             0.99775,                   1,               0.995,             0.85515,            0.009443,           0.0035458,           0.0014386,           0.0045352,           0.0045352,           0.0045352
                 278,            0.017671,           0.0067121,           0.0058664,              0.9981,                   1,               0.995,             0.84789,           0.0089628,           0.0034643,           0.0014041,           0.0045154,           0.0045154,           0.0045154
                 279,            0.017859,           0.0064138,           0.0072057,             0.99838,                   1,               0.995,             0.86336,           0.0091351,           0.0033834,           0.0013722,           0.0044956,           0.0044956,           0.0044956
                 280,            0.018223,           0.0070829,           0.0069995,             0.99846,                   1,               0.995,             0.87027,           0.0091173,           0.0033117,           0.0013653,           0.0044758,           0.0044758,           0.0044758
                 281,            0.019442,           0.0068526,           0.0077208,             0.99855,                   1,               0.995,             0.83202,            0.010283,           0.0033766,           0.0013544,            0.004456,            0.004456,            0.004456
                 282,            0.016987,           0.0062078,           0.0040665,             0.99849,                   1,               0.995,             0.88775,             0.00953,           0.0032755,           0.0013549,           0.0044362,           0.0044362,           0.0044362
                 283,            0.017694,           0.0064875,           0.0072962,             0.99843,                   1,               0.995,              0.8897,           0.0075607,           0.0031973,           0.0013786,           0.0044164,           0.0044164,           0.0044164
                 284,            0.017695,           0.0063792,           0.0049155,             0.99843,                   1,               0.995,             0.86293,             0.01041,           0.0033795,           0.0013881,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018936,            0.007316,           0.0064049,             0.99838,                   1,               0.995,             0.88507,           0.0090138,           0.0033432,           0.0014067,           0.0043768,           0.0043768,           0.0043768
                 286,            0.016833,           0.0067097,            0.005607,             0.99828,                   1,               0.995,             0.86247,             0.01015,           0.0033631,           0.0014009,            0.004357,            0.004357,            0.004357
                 287,            0.017558,           0.0063637,            0.004286,             0.99829,                   1,               0.995,             0.88976,           0.0077038,            0.003231,           0.0014131,           0.0043372,           0.0043372,           0.0043372
                 288,            0.017729,           0.0065355,           0.0060344,             0.99829,                   1,               0.995,             0.88329,             0.01039,           0.0034523,           0.0014143,           0.0043174,           0.0043174,           0.0043174
                 289,            0.019879,           0.0069771,           0.0068707,              0.9982,                   1,               0.995,             0.87223,            0.010552,           0.0035537,           0.0014265,           0.0042976,           0.0042976,           0.0042976
                 290,            0.016928,           0.0065446,           0.0066343,             0.99841,                   1,               0.995,             0.87666,           0.0079599,           0.0032746,           0.0014138,           0.0042778,           0.0042778,           0.0042778
                 291,            0.017688,           0.0066659,           0.0061198,             0.99844,                   1,               0.995,             0.87863,           0.0085134,           0.0032576,           0.0013936,            0.004258,            0.004258,            0.004258
                 292,            0.016161,           0.0062153,           0.0049487,             0.99832,                   1,               0.995,             0.87001,           0.0089288,           0.0032065,           0.0013903,           0.0042382,           0.0042382,           0.0042382
                 293,            0.016333,           0.0075084,           0.0059936,             0.99838,                   1,               0.995,             0.88042,            0.009157,           0.0033029,           0.0013628,           0.0042184,           0.0042184,           0.0042184
                 294,            0.017848,           0.0071108,           0.0068585,             0.99829,                   1,               0.995,             0.83108,            0.010728,            0.003402,           0.0013434,           0.0041986,           0.0041986,           0.0041986
                 295,            0.017265,           0.0069658,            0.012416,             0.99836,                   1,               0.995,             0.88509,           0.0084283,            0.003235,           0.0013244,           0.0041788,           0.0041788,           0.0041788
                 296,            0.016542,           0.0067494,           0.0059176,              0.9984,                   1,               0.995,             0.88681,            0.008955,           0.0032499,           0.0013106,            0.004159,            0.004159,            0.004159
                 297,            0.017318,           0.0064989,           0.0064831,             0.99823,                   1,               0.995,             0.88376,           0.0083524,           0.0031942,           0.0013304,           0.0041392,           0.0041392,           0.0041392
                 298,            0.015725,           0.0065465,           0.0045559,             0.99842,                   1,               0.995,             0.88416,           0.0095803,           0.0034335,           0.0013347,           0.0041194,           0.0041194,           0.0041194
                 299,            0.018472,           0.0066727,           0.0044378,             0.99847,                   1,               0.995,             0.87199,            0.010154,           0.0035299,           0.0013404,           0.0040996,           0.0040996,           0.0040996
                 300,            0.016975,           0.0072562,           0.0053471,              0.9983,                   1,               0.995,             0.88607,           0.0083422,           0.0032721,           0.0013489,           0.0040798,           0.0040798,           0.0040798
                 301,            0.017749,           0.0065677,           0.0081243,             0.99834,                   1,               0.995,              0.8551,            0.009843,           0.0033283,           0.0013405,             0.00406,             0.00406,             0.00406
                 302,            0.016521,           0.0066505,            0.006738,             0.99856,                   1,               0.995,             0.88566,           0.0095996,           0.0031989,           0.0013408,           0.0040402,           0.0040402,           0.0040402
                 303,            0.018789,           0.0064071,           0.0046972,              0.9983,                   1,               0.995,             0.89667,           0.0084244,           0.0031585,           0.0013267,           0.0040204,           0.0040204,           0.0040204
                 304,            0.015999,           0.0063416,           0.0043246,             0.99829,                   1,               0.995,             0.88777,           0.0082335,           0.0031537,           0.0013229,           0.0040006,           0.0040006,           0.0040006
                 305,            0.017483,           0.0069881,           0.0043245,             0.99818,                   1,               0.995,             0.89231,           0.0082686,           0.0031677,           0.0013107,           0.0039808,           0.0039808,           0.0039808
                 306,            0.016471,            0.006707,           0.0055803,              0.9983,                   1,               0.995,             0.86533,           0.0086864,           0.0031501,           0.0013018,            0.003961,            0.003961,            0.003961
                 307,            0.018284,           0.0068965,           0.0049467,             0.99851,                   1,               0.995,             0.89192,           0.0075954,           0.0031341,           0.0012817,           0.0039412,           0.0039412,           0.0039412
                 308,            0.016483,           0.0065409,           0.0041779,             0.99863,                   1,               0.995,             0.88477,           0.0088697,           0.0032807,           0.0012802,           0.0039214,           0.0039214,           0.0039214
                 309,            0.017312,           0.0068536,           0.0062404,             0.99872,                   1,               0.995,              0.8738,            0.009625,            0.003338,           0.0012726,           0.0039016,           0.0039016,           0.0039016
                 310,               0.017,           0.0066982,           0.0043068,             0.99845,                   1,               0.995,             0.87437,           0.0099406,           0.0032547,           0.0012738,           0.0038818,           0.0038818,           0.0038818
                 311,            0.017441,           0.0067312,           0.0038476,             0.99824,                   1,               0.995,             0.88937,           0.0083403,           0.0032307,           0.0012938,            0.003862,            0.003862,            0.003862
                 312,            0.015765,           0.0070386,           0.0079442,             0.99812,                   1,               0.995,             0.89457,           0.0078558,           0.0031773,           0.0013025,           0.0038422,           0.0038422,           0.0038422
                 313,            0.017066,           0.0066427,           0.0055786,             0.99817,                   1,               0.995,             0.82946,            0.011171,           0.0034398,           0.0013026,           0.0038224,           0.0038224,           0.0038224
                 314,            0.016949,           0.0066981,           0.0040351,              0.9981,                   1,               0.995,             0.88007,           0.0081744,           0.0031979,           0.0013039,           0.0038026,           0.0038026,           0.0038026
                 315,            0.016369,           0.0062516,           0.0054178,              0.9981,                   1,               0.995,             0.89093,           0.0081658,           0.0031999,           0.0012768,           0.0037828,           0.0037828,           0.0037828
